complaint_id,complaint_text,category,priority,department,location,date_submitted,status
323,Dirty public toilets in market,Sanitation,Medium,Sanitation,Delhi,2025-07-04,In Progress
324,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Ranchi,2024-09-18,Resolved
325,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Patna,2024-06-18,In Progress
326,Bus service not running on schedule,Transport,High,Transport,Bangalore,2024-08-19,Resolved
327,Lack of books in school library,Education,High,Education,Bangalore,2024-09-08,Resolved
328,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Hyderabad,2025-04-04,Pending
329,Dirty public toilets in market,Sanitation,Medium,Sanitation,Ranchi,2024-06-10,In Progress
330,No doctor available in government hospital,Health,Medium,Health,Hyderabad,2024-04-02,Resolved
331,Huge pothole near school entrance,Roads,High,Roads,Hyderabad,2024-10-16,In Progress
332,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Bangalore,2024-04-29,Pending
333,Noise disturbance at night,Police/Safety,Low,Police/Safety,Hyderabad,2025-06-14,Pending
334,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Hyderabad,2024-09-08,Pending
335,Teacher not attending classes regularly,Education,Medium,Education,Ranchi,2024-04-13,In Progress
336,Water pipeline leakage near house,Water,Low,Water,Kolkata,2024-07-21,In Progress
337,Lack of books in school library,Education,Low,Education,Chennai,2025-02-26,In Progress
338,Low water pressure in the area,Water,Medium,Water,Kolkata,2024-09-16,Pending
339,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Hyderabad,2024-03-02,In Progress
340,Delay in issuing birth certificate,Government Services,High,Government Services,Chennai,2024-07-12,In Progress
341,Street lights not working,Electricity,High,Electricity,Kolkata,2024-02-19,Pending
342,Fake job website asking money,IT Fraud,Low,IT Fraud,Delhi,2024-02-20,Pending
343,Broken road near market area,Roads,Medium,Roads,Hyderabad,2025-02-19,Pending
344,Ambulance service delayed during emergency,Health,Medium,Health,Hyderabad,2024-03-29,Resolved
345,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Mumbai,2025-04-24,Resolved
346,Road construction incomplete for months,Roads,Medium,Roads,Kolkata,2024-09-10,Pending
347,Social media account hacked,IT Fraud,Medium,IT Fraud,Kolkata,2024-11-24,In Progress
348,Huge pothole near school entrance,Roads,Medium,Roads,Bangalore,2024-06-02,In Progress
349,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Hyderabad,2024-12-13,Pending
350,Road construction incomplete for months,Roads,Low,Roads,Kolkata,2025-06-30,Pending
351,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Patna,2025-05-30,In Progress
352,No doctor available in government hospital,Health,High,Health,Bangalore,2024-11-20,Pending
353,Transformer failure in locality,Electricity,High,Electricity,Bangalore,2024-05-16,Pending
354,Drain blockage causing foul smell,Sanitation,High,Sanitation,Kolkata,2025-06-15,Resolved
355,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Ranchi,2025-07-10,Resolved
356,No water supply for last two days,Water,High,Water,Chennai,2024-06-27,Resolved
357,Road full of potholes causing accidents,Roads,Low,Roads,Kolkata,2024-03-20,Resolved
358,Water logging due to bad road condition,Roads,Medium,Roads,Chennai,2024-12-06,Pending
359,Fake job website asking money,IT Fraud,High,IT Fraud,Patna,2025-07-08,In Progress
360,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Mumbai,2025-05-12,In Progress
361,Public hand pump not working,Water,High,Water,Hyderabad,2024-09-13,Pending
362,Bus service not running on schedule,Transport,High,Transport,Bangalore,2025-01-12,Resolved
363,Road construction incomplete for months,Roads,Medium,Roads,Mumbai,2025-05-31,Resolved
364,Huge pothole near school entrance,Roads,High,Roads,Delhi,2024-03-22,Resolved
365,Overcrowding in buses,Transport,High,Transport,Chennai,2025-01-06,In Progress
366,Delay in issuing birth certificate,Government Services,Low,Government Services,Delhi,2024-07-24,Pending
367,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Bangalore,2024-08-10,Pending
368,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Kolkata,2025-03-30,In Progress
369,No drinking water in school campus,Education,Medium,Education,Ranchi,2025-04-01,Resolved
370,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Ranchi,2025-08-23,In Progress
371,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Delhi,2024-10-08,In Progress
372,Vaccination not available in local clinic,Health,Medium,Health,Delhi,2024-06-09,Resolved
373,Ration card application pending,Government Services,Medium,Government Services,Delhi,2025-07-27,In Progress
374,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Delhi,2025-03-17,Pending
375,Shortage of medicines in health center,Health,Medium,Health,Delhi,2024-03-24,In Progress
376,Social media account hacked,IT Fraud,High,IT Fraud,Mumbai,2024-11-20,In Progress
377,Road construction incomplete for months,Roads,Low,Roads,Kolkata,2024-08-31,Resolved
378,Open garbage dumping ground issue,Sanitation,Low,Sanitation,Bangalore,2025-04-27,Resolved
379,Scholarship payment delayed,Education,Medium,Education,Chennai,2025-06-21,Pending
380,Transformer failure in locality,Electricity,Medium,Electricity,Kolkata,2024-10-17,In Progress
381,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Bangalore,2024-04-21,Pending
382,Harassment reported in public place,Police/Safety,Low,Police/Safety,Kolkata,2025-02-12,In Progress
383,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Patna,2025-04-02,Pending
384,Transformer failure in locality,Electricity,Low,Electricity,Hyderabad,2025-05-15,Resolved
385,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Ranchi,2024-02-08,Resolved
386,Bus stop shelter damaged,Transport,High,Transport,Mumbai,2024-11-28,In Progress
387,Vaccination not available in local clinic,Health,Medium,Health,Bangalore,2025-04-12,In Progress
388,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Patna,2024-02-25,Pending
389,Lack of books in school library,Education,Medium,Education,Kolkata,2024-09-20,Resolved
390,Electric pole wire hanging dangerously,Electricity,High,Electricity,Mumbai,2024-05-17,Pending
391,Water logging due to bad road condition,Roads,Low,Roads,Bangalore,2025-08-21,Resolved
392,Ambulance service delayed during emergency,Health,Low,Health,Mumbai,2024-02-13,In Progress
393,Street lights not working,Electricity,Medium,Electricity,Mumbai,2025-02-06,In Progress
394,Open garbage dumping ground issue,Sanitation,Low,Sanitation,Patna,2025-03-14,Pending
395,Road full of potholes causing accidents,Roads,Medium,Roads,Bangalore,2025-02-12,Resolved
396,No drinking water in school campus,Education,Medium,Education,Mumbai,2024-07-09,Resolved
397,Delay in issuing birth certificate,Government Services,High,Government Services,Patna,2024-08-31,Pending
398,Noise disturbance at night,Police/Safety,High,Police/Safety,Hyderabad,2025-06-04,Pending
399,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Delhi,2024-11-30,Pending
400,Road full of potholes causing accidents,Roads,High,Roads,Patna,2024-01-20,Resolved
401,Vaccination not available in local clinic,Health,High,Health,Delhi,2025-07-16,Pending
402,Public hand pump not working,Water,Low,Water,Kolkata,2025-03-22,In Progress
403,Harassment reported in public place,Police/Safety,High,Police/Safety,Hyderabad,2024-10-21,Resolved
404,Ambulance service delayed during emergency,Health,Low,Health,Ranchi,2024-12-27,Pending
405,No doctor available in government hospital,Health,Medium,Health,Mumbai,2024-08-03,Resolved
406,Ration card application pending,Government Services,Medium,Government Services,Ranchi,2025-04-02,Pending
407,Delay in issuing birth certificate,Government Services,Medium,Government Services,Delhi,2024-09-27,Pending
408,Overflowing dustbins in the area,Sanitation,High,Sanitation,Hyderabad,2024-03-26,Pending
409,Frequent power cuts in our area,Electricity,Medium,Electricity,Patna,2025-08-08,In Progress
410,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Delhi,2024-11-20,In Progress
411,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Delhi,2025-02-15,Pending
412,No doctor available in government hospital,Health,Low,Health,Kolkata,2024-06-26,Resolved
413,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Hyderabad,2025-06-07,In Progress
414,Ration card application pending,Government Services,Medium,Government Services,Mumbai,2024-12-31,In Progress
415,Water pipeline leakage near house,Water,Medium,Water,Ranchi,2024-10-20,In Progress
416,Road construction incomplete for months,Roads,Medium,Roads,Kolkata,2025-06-18,Resolved
417,Lack of books in school library,Education,High,Education,Bangalore,2024-05-07,Resolved
418,Pension not credited this month,Government Services,High,Government Services,Patna,2025-02-21,Pending
419,No doctor available in government hospital,Health,High,Health,Patna,2024-01-28,Pending
420,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Kolkata,2024-01-25,In Progress
421,Teacher not attending classes regularly,Education,Medium,Education,Ranchi,2025-06-16,Pending
422,Pension not credited this month,Government Services,Medium,Government Services,Patna,2025-04-29,In Progress
423,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Patna,2024-08-31,In Progress
424,Ration card application pending,Government Services,High,Government Services,Patna,2024-10-13,In Progress
425,Huge pothole near school entrance,Roads,High,Roads,Delhi,2024-09-14,Resolved
426,Dirty public toilets in market,Sanitation,High,Sanitation,Bangalore,2024-02-16,In Progress
427,Bus service not running on schedule,Transport,Medium,Transport,Hyderabad,2024-04-28,Pending
428,Train ticket booking issue,Transport,Medium,Transport,Patna,2024-04-15,Pending
429,Aadhaar update not processed,Government Services,Medium,Government Services,Hyderabad,2024-04-02,Pending
430,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Delhi,2025-05-07,In Progress
431,Ration card application pending,Government Services,High,Government Services,Ranchi,2025-06-03,Resolved
432,Broken road near market area,Roads,Medium,Roads,Hyderabad,2024-05-07,Pending
433,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Chennai,2025-01-17,In Progress
434,No water supply for last two days,Water,Low,Water,Kolkata,2024-02-20,In Progress
435,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Hyderabad,2024-06-28,In Progress
436,Water logging due to bad road condition,Roads,High,Roads,Delhi,2025-07-09,Pending
437,Bus stop shelter damaged,Transport,Low,Transport,Delhi,2024-03-13,Resolved
438,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Hyderabad,2024-02-26,Resolved
439,Street lights not working,Electricity,High,Electricity,Delhi,2025-04-29,Resolved
440,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Chennai,2024-11-22,In Progress
441,Shortage of medicines in health center,Health,Medium,Health,Hyderabad,2025-01-09,In Progress
442,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Ranchi,2025-05-18,Resolved
443,Dirty public toilets in market,Sanitation,Medium,Sanitation,Bangalore,2024-11-07,In Progress
444,Open garbage dumping ground issue,Sanitation,Low,Sanitation,Mumbai,2025-06-30,In Progress
445,Poor cleanliness in buses,Transport,Medium,Transport,Hyderabad,2025-06-03,In Progress
446,Dirty public toilets in market,Sanitation,Medium,Sanitation,Bangalore,2024-12-13,In Progress
447,Teacher not attending classes regularly,Education,Medium,Education,Ranchi,2025-04-16,In Progress
448,Water logging due to bad road condition,Roads,High,Roads,Chennai,2025-05-25,Resolved
449,Water pipeline leakage near house,Water,Medium,Water,Patna,2025-03-15,Resolved
450,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Hyderabad,2025-02-10,In Progress
451,Poor infrastructure in government school,Education,Low,Education,Chennai,2025-01-19,In Progress
452,Hospital hygiene very poor,Health,Low,Health,Hyderabad,2024-09-17,Pending
453,Scholarship payment delayed,Education,High,Education,Chennai,2024-09-26,In Progress
454,Poor cleanliness in buses,Transport,High,Transport,Bangalore,2024-08-12,In Progress
455,Transformer failure in locality,Electricity,Low,Electricity,Chennai,2024-08-20,In Progress
456,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Patna,2025-08-18,Pending
457,Low water pressure in the area,Water,Low,Water,Ranchi,2024-05-04,Resolved
458,Shortage of medicines in health center,Health,Medium,Health,Ranchi,2024-10-08,Pending
459,Overcrowding in buses,Transport,High,Transport,Chennai,2025-01-18,Resolved
460,Teacher not attending classes regularly,Education,High,Education,Bangalore,2025-02-28,Pending
461,Road full of potholes causing accidents,Roads,Low,Roads,Hyderabad,2025-08-06,In Progress
462,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Delhi,2025-06-11,Resolved
463,Poor infrastructure in government school,Education,Medium,Education,Mumbai,2025-04-10,Resolved
464,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Kolkata,2024-02-29,Pending
465,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Ranchi,2025-08-08,Resolved
466,Lack of books in school library,Education,Medium,Education,Kolkata,2024-08-11,In Progress
467,No water supply for last two days,Water,Medium,Water,Mumbai,2025-08-21,Resolved
468,Bus service not running on schedule,Transport,Medium,Transport,Ranchi,2025-06-11,Pending
469,Pension not credited this month,Government Services,High,Government Services,Kolkata,2025-08-23,Resolved
470,Low water pressure in the area,Water,Medium,Water,Mumbai,2025-07-28,In Progress
471,Bus service not running on schedule,Transport,Low,Transport,Ranchi,2024-02-20,Pending
472,Dirty water coming from taps,Water,Medium,Water,Hyderabad,2024-10-11,In Progress
473,Drain blockage causing foul smell,Sanitation,High,Sanitation,Mumbai,2024-09-23,Resolved
474,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Chennai,2024-08-01,In Progress
475,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Chennai,2025-06-05,In Progress
476,Transformer failure in locality,Electricity,Low,Electricity,Mumbai,2025-02-13,In Progress
477,Open garbage dumping ground issue,Sanitation,Medium,Sanitation,Hyderabad,2024-02-16,In Progress
478,Frequent power cuts in our area,Electricity,Low,Electricity,Kolkata,2025-07-27,Resolved
479,Low water pressure in the area,Water,High,Water,Bangalore,2025-05-03,Pending
480,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Mumbai,2025-01-14,Pending
481,No drinking water in school campus,Education,Low,Education,Bangalore,2024-08-01,Resolved
482,No drinking water in school campus,Education,Medium,Education,Bangalore,2025-05-01,Pending
483,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Ranchi,2024-11-28,Pending
484,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Bangalore,2024-08-31,Resolved
485,Dirty water coming from taps,Water,High,Water,Mumbai,2025-03-03,Pending
